Symbol,Chart Pattern,BullishBearish,Start,End,Industry
GMS,Pipe bottom,0,03/13/2023,03/20/2023,Cement and Aggregates
GS,"Double Bottom, Eve and Adam",0,03/16/2023,03/24/2023,Securities Brokerage
THG,"Double Bottom, Adam and Adam",0,03/17/2023,03/24/2023,Insurance (Prop/Casualty)
HE,"Double Bottom, Adam and Adam",0,03/13/2023,03/24/2023,Electric Utility (West)
HSIC,"Double Bottom, Adam and Eve",0,03/02/2023,03/13/2023,Medical Supplies
HOLX,Head-and-shoulders complex bottom,0,03/02/2023,03/24/2023,Medical Supplies
HOV,"Triangle, descending",0,02/07/2023,04/13/2023,Homebuilding
HUM,Triple bottom,0,02/07/2023,03/29/2023,Medical Services
HUN,Falling wedge,0,03/13/2023,04/06/2023,Chemical (Specialty)
NSP,"Double Bottom, Adam and Adam",0,03/15/2023,03/24/2023,Human Resources
IBP,Pipe bottom,0,03/13/2023,03/20/2023,Retail Building Supply
IIIN,Rectangle bottom,0,03/13/2023,04/13/2023,Building Materials
IBKR,"Double Bottom, Eve and Adam",0,03/15/2023,03/24/2023,Securities Brokerage
KALU,Pipe bottom,0,03/13/2023,03/20/2023,Metals and Mining (Div.)
LAMR,"Double Bottom, Adam and Adam",0,03/16/2023,03/24/2023,Advertising
RAMP,"Double Bottom, Eve and Adam",0,03/15/2023,03/24/2023,Computer Software and Svcs
MGY,Pipe bottom,0,03/13/2023,03/20/2023,Petroleum (Producing)
MRO,Pipe bottom,0,03/13/2023,03/20/2023,Petroleum (Integrated)
MCHX,"Double Bottom, Eve and Eve",0,03/10/2023,03/27/2023,Advertising
MTDR,"Double Bottom, Eve and Adam",0,03/16/2023,03/24/2023,Petroleum (Producing)
MDT,"Triangle, symmetrical",0,03/06/2023,04/10/2023,Medical Supplies
MRCY,Ugly double bottom,0,03/17/2023,04/05/2023,Computers and Peripherals
MUR,Pipe bottom,0,03/13/2023,03/20/2023,Petroleum (Integrated)
NBR,"Double Bottom, Adam and Adam",0,03/17/2023,03/24/2023,Oilfield Svcs/Equipment
NTAP,"Double Bottom, Adam and Adam",0,03/15/2023,03/24/2023,Computers and Peripherals
NEE,Head-and-shoulders bottom,0,02/09/2023,03/23/2023,Electric Utility (East)
NKE,Three Rising Valleys,0,03/13/2023,04/06/2023,Shoe
NOC,Pipe bottom,0,03/13/2023,03/20/2023,Aerospace/Defense
OXY,Head-and-shoulders bottom,0,02/22/2023,03/24/2023,Petroleum (Producing)
OLN,"Double Bottom, Adam and Adam",0,03/16/2023,03/24/2023,Chemical (Basic)
OMCL,Ugly double bottom,0,03/13/2023,03/28/2023,Healthcare Information
ON,"Triangle, symmetrical",0,03/02/2023,04/13/2023,Semiconductor
PYPL,"Triangle, symmetrical",0,03/09/2023,04/10/2023,Financial Services
PKI,Head-and-shoulders bottom,0,02/28/2023,03/24/2023,Precision Instrument
PCG,"Double Bottom, Adam and Adam",0,02/23/2023,03/24/2023,Electric Utility (West)
PNW,"Double Bottom, Adam and Adam",0,03/13/2023,03/23/2023,Electric Utility (West)
PPL,"Double Bottom, Adam and Adam",0,03/13/2023,03/23/2023,Electric Utility (East)
PSTG,Head-and-shoulders bottom,0,03/02/2023,03/24/2023,Computers and Peripherals
QCOM,Pipe bottom,0,03/06/2023,03/13/2023,Telecom. Equipment
RRC,Pipe bottom,0,03/13/2023,03/20/2023,Petroleum (Producing)
SBH,Pipe bottom,0,03/13/2023,03/20/2023,Toiletries/Cosmetics
SLB,"Double Bottom, Adam and Adam",0,03/16/2023,03/24/2023,Oilfield Svcs/Equipment
SEIC,"Double Bottom, Adam and Adam",0,03/20/2023,03/24/2023,IT Services
NOW,Pipe bottom,0,03/06/2023,03/13/2023,IT Services
SLGN,"Double Bottom, Eve and Adam",0,03/16/2023,03/24/2023,Packaging and Container
STR,Pipe bottom,0,03/13/2023,03/20/2023,Natural Gas (Diversified)
LUV,Ugly double bottom,0,03/24/2023,04/05/2023,Air Transport
SWN,"Double Bottom, Adam and Adam",0,03/16/2023,03/24/2023,Natural Gas (Diversified)
SR,"Triangle, symmetrical",0,02/23/2023,03/31/2023,Natural Gas (Distributor)
TECH,"Double Bottom, Adam and Adam",0,03/13/2023,03/24/2023,Biotechnology
TEVA,"Double Bottom, Adam and Adam",0,03/20/2023,03/24/2023,Drug
TSCO,Triple bottom,0,03/02/2023,03/24/2023,Retail Building Supply
UHAL,Pipe bottom,0,03/20/2023,03/27/2023,Trucking/Transp. Leasing
SLCA,Pipe bottom,0,03/13/2023,03/20/2023,Metals and Mining (Div.)
UNH,"Double Bottom, Eve and Adam",0,03/10/2023,03/30/2023,Medical Services
VEEV,"Broadening top, right-angled and descending",0,02/02/2023,03/31/2023,Healthcare Information
WU,"Double Bottom, Adam and Adam",0,03/24/2023,04/05/2023,Financial Services
WMB,"Double Bottom, Eve and Adam",0,03/16/2023,03/24/2023,Natural Gas (Distributor)
WSM,"Triangle, symmetrical",0,03/09/2023,04/13/2023,Retail (Special Lines)
WSC,Pennant,0,04/05/2023,04/12/2023,Industrial Services
XEL,Triple bottom,0,03/01/2023,03/23/2023,Electric Utility (West)
ABT,"Double Top, Adam and Adam",0,04/19/2023,05/03/2023,Medical Supplies
ANF,"Double Bottom, Adam and Adam",0,05/04/2023,05/22/2023,Apparel
ALB,Horn bottom,0,04/17/2023,05/01/2023,Chemical (Diversified)
ACGL,Head-and-shoulders top,0,05/01/2023,05/19/2023,Insurance (Prop/Casualty)
ANET,"Double Bottom, Adam and Adam",0,05/04/2023,05/18/2023,E-Commerce
ADSK,"Triangle, ascending",0,04/27/2023,05/16/2023,Computer Software and Svcs
AVA,Triple top,0,04/12/2023,05/10/2023,Electric Utility (West)
CAL,Triple top,0,04/24/2023,05/18/2023,Shoe
CE,Triple bottom,0,04/26/2023,05/10/2023,Chemical (Basic)
CHKP,"Double Bottom, Eve and Eve",0,05/02/2023,05/18/2023,E-Commerce
CRH,"Triangle, symmetrical",0,04/04/2023,05/10/2023,Cement and Aggregates
EBAY,"Double Top, Adam and Eve",0,04/28/2023,05/09/2023,Internet
EPAM,Pipe bottom,0,05/08/2023,05/15/2023,IT Services
EXC,Head-and-shoulders top,0,04/12/2023,05/01/2023,Electric Utility (East)
IT,"Double Bottom, Eve and Adam",0,04/26/2023,05/04/2023,IT Services
GD,"Triangle, symmetrical",0,05/03/2023,05/17/2023,Aerospace/Defense
GFF,Rising wedge,0,04/19/2023,05/22/2023,Building Materials
HSC,"Double Top, Eve and Eve",0,05/10/2023,05/19/2023,Diversified Co.
HP,Triple bottom,0,05/04/2023,05/17/2023,Petroleum (Producing)
IPG,Pipe bottom,0,04/24/2023,05/01/2023,Advertising
JKHY,Pipe top,0,04/24/2023,05/01/2023,IT Services
KLIC,Head-and-shoulders bottom,0,04/25/2023,05/11/2023,Semiconductor Cap Equip.
LRCX,"Triangle, symmetrical",0,04/20/2023,05/12/2023,Semiconductor Cap Equip.
LEN,Triple top,0,05/03/2023,05/19/2023,Homebuilding
MRO,"Double Bottom, Adam and Eve",0,05/04/2023,05/16/2023,Petroleum (Integrated)
MTDR,Triple bottom,0,05/04/2023,05/17/2023,Petroleum (Producing)
MUR,"Double Bottom, Adam and Eve",0,05/03/2023,05/12/2023,Petroleum (Integrated)
MYGN,Pipe bottom,0,05/08/2023,05/15/2023,Biotechnology
NXGN,Pipe top,0,04/17/2023,04/24/2023,Healthcare Information
NWPX,"Double Bottom, Adam and Eve",0,05/04/2023,05/16/2023,Building Materials
PANW,Head-and-shoulders bottom,0,04/06/2023,05/18/2023,Computer Software and Svcs
PNW,Triple top,0,04/06/2023,05/12/2023,Electric Utility (West)
POR,Triple top,0,04/12/2023,05/08/2023,Electric Utility (West)
PEG,Triple top,0,04/21/2023,05/10/2023,Electric Utility (East)
KWR,"Double Top, Eve and Eve",0,05/08/2023,05/19/2023,Chemical (Specialty)
RNG,Ugly double bottom,0,05/04/2023,05/16/2023,Computer Software and Svcs
RLI,Pipe top,0,04/17/2023,04/24/2023,Insurance (Prop/Casualty)
ROP,"Double Top, Eve and Eve",0,05/02/2023,05/15/2023,Industrial Services
SPLK,Head-and-shoulders bottom,0,04/25/2023,05/12/2023,E-Commerce
TPR,Broadening bottom,0,03/27/2023,05/18/2023,Apparel
TXN,Triple bottom,0,04/27/2023,05/11/2023,Semiconductor
TRV,Triple top,0,04/19/2023,05/19/2023,Insurance (Prop/Casualty)
TWLO,Pipe bottom,0,05/08/2023,05/15/2023,E-Commerce
V,"Triangle, symmetrical",0,05/05/2023,05/22/2023,Financial Services
WLK,Broadening top,0,04/03/2023,05/05/2023,Chemical (Basic)
ITA,Triple bottom,0,03/15/2023,05/04/2023,Aerospace/Defense
IYM,"Double Bottom, Eve and Eve",0,03/15/2023,05/24/2023,Metals and Mining (Div.)
IAI,"Double Top, Eve and Eve",0,09/18/2019,11/15/2019,Securities Brokerage
IYK,Triple bottom,0,04/30/2015,06/30/2015,Household Products
IYC,Triple bottom,0,04/06/2023,05/04/2023,Retail Store
IYE,"Double Bottom, Eve and Eve",0,08/27/2019,10/03/2019,Petroleum (Integrated)
ITB,"Double Top, Eve and Eve",0,12/13/2021,12/30/2021,Homebuilding
IEZ,Triple bottom,0,03/24/2023,05/16/2023,Oilfield Svcs/Equipment
IDU,Triple bottom,0,04/03/2017,05/04/2017,Electric Utility (Central)
DOG,Triple bottom,0,01/13/2023,02/14/2023,Short ETFs
DXD,"Double Top, Eve and Eve",0,09/30/2022,10/13/2022,Short ETFs
FTEC,Triple bottom,0,05/18/2017,07/06/2017,IT Services
FDN,Triple bottom,0,04/27/2016,06/27/2016,Internet
QTEC,Triple top,0,03/07/2014,04/03/2014,Electronics
FXL,"Double Top, Eve and Eve",0,03/13/2018,06/14/2018,IT Services
FXI,"Double Bottom, Eve and Eve",0,07/27/2021,08/20/2021,Investment Co. (Foreign)
BOTZ,Triple bottom,0,08/09/2021,10/06/2021,Electronics
ICF,Triple bottom,0,02/21/2018,03/23/2018,Long ETFs
IHF,"Double Bottom, Eve and Eve",0,01/24/2022,02/24/2022,Long ETFs
IAT,"Double Bottom, Eve and Eve",0,07/09/2020,09/24/2020,Long ETFs
IYZ,"Double Top, Eve and Eve",0,06/08/2020,08/11/2020,Telecom. Equipment
IEV,"Double Bottom, Eve and Eve",0,09/27/2022,10/13/2022,Investment Co. (Foreign)
IGV,Triple bottom,0,05/15/2018,06/27/2018,Computer Software and Svcs
IXC,"Double Bottom, Eve and Eve",0,07/10/2020,07/31/2020,Investment Co. (Foreign)
MXI,Triple bottom,0,05/04/2017,06/21/2017,Investment Co. (Foreign)
IXN,Triple bottom,0,07/27/2017,08/21/2017,IT Services
ILF,"Double Bottom, Eve and Eve",0,09/29/2020,10/29/2020,Investment Co. (Foreign)
SOXX,"Double Bottom, Eve and Eve",0,11/25/2011,12/19/2011,Semiconductor
SLV,Triple top,0,01/03/2023,02/02/2023,Metals and Mining (Div.)
IGE,Triple bottom,0,06/15/2020,07/09/2020,Petroleum (Integrated)
IEO,"Double Bottom, Eve and Eve",0,08/25/2015,09/29/2015,Petroleum (Integrated)
IYF,"Double Top, Eve and Eve",0,04/09/2020,04/29/2020,Financial Services
IHI,Triple bottom,0,05/14/2020,06/25/2020,Medical Supplies
EWA,Triple bottom,0,03/08/2019,05/15/2019,Investment Co. (Foreign)
EWO,Triple top,0,04/18/2023,05/08/2023,Investment Co. (Foreign)
EWK,Triple top,0,01/17/2023,04/24/2023,Investment Co. (Foreign)
EWZ,"Double Bottom, Eve and Eve",0,12/14/2022,01/04/2023,Investment Co. (Foreign)
EWC,Triple bottom,0,12/22/2022,03/24/2023,Investment Co. (Foreign)
ECH,"Double Bottom, Eve and Eve",0,11/18/2022,12/16/2022,Investment Co. (Foreign)
EEM,"Double Bottom, Eve and Eve",0,05/19/2016,06/27/2016,Investment Co. (Foreign)
EWQ,Triple top,0,02/03/2023,03/06/2023,Investment Co. (Foreign)
EWG,"Double Bottom, Eve and Eve",0,09/27/2022,10/13/2022,Investment Co. (Foreign)
EWH,Triple top,0,10/20/2021,11/22/2021,Investment Co. (Foreign)
EIS,Triple bottom,0,06/17/2019,09/03/2019,Investment Co. (Foreign)
EWI,Triple top,0,04/14/2023,05/05/2023,Investment Co. (Foreign)
EWJ,Triple bottom,0,05/31/2019,08/14/2019,Investment Co. (Foreign)
EWM,Triple top,0,02/16/2022,03/25/2022,Investment Co. (Foreign)
EWW,"Double Bottom, Eve and Eve",0,09/01/2022,09/26/2022,Investment Co. (Foreign)
EPP,Triple bottom,0,07/31/2020,10/30/2020,Investment Co. (Foreign)
EWS,Triple bottom,0,11/28/2022,12/16/2022,Investment Co. (Foreign)
EZA,"Double Bottom, Eve and Eve",0,08/20/2021,09/20/2021,Investment Co. (Foreign)
EWY,"Double Bottom, Eve and Eve",0,05/18/2016,06/27/2016,Investment Co. (Foreign)
EWP,"Double Top, Eve and Eve",0,04/21/2022,05/27/2022,Investment Co. (Foreign)
EWD,Triple top,0,08/04/2021,09/02/2021,Investment Co. (Foreign)
EWL,Triple bottom,0,06/18/2021,07/19/2021,Investment Co. (Foreign)
EWT,Triple top,0,12/13/2019,01/13/2020,Investment Co. (Foreign)
TUR,Triple top,0,05/10/2021,09/02/2021,Long ETFs
EWU,Triple bottom,0,09/20/2021,12/15/2021,Investment Co. (Foreign)
QLD,"Double Top, Eve and Eve",0,12/01/2022,12/13/2022,Long ETFs
PSQ,Triple bottom,0,11/15/2022,12/13/2022,Short ETFs
QID,"Double Top, Eve and Eve",0,02/24/2022,03/14/2022,Short ETFs
PPA,Triple bottom,0,11/17/2022,01/20/2023,Aerospace/Defense
DBA,Triple top,0,08/29/2022,09/20/2022,Investment Co. (Domestic)
PEJ,Triple bottom,0,02/10/2012,06/04/2012,Long ETFs
ADBE,"Double Bottom, Adam and Adam",0,05/04/2023,05/12/2023,Computer Software and Svcs
AEIS,"Double Bottom, Adam and Adam",0,04/27/2023,05/04/2023,Semiconductor
ALRM,"Triangle, descending",0,03/16/2023,04/24/2023,Computer Software and Svcs
ALL,Ugly double bottom,0,03/24/2023,04/14/2023,Insurance (Prop/Casualty)
AMWD,Pipe bottom,0,04/24/2023,05/01/2023,Building Materials
AON,Ugly double bottom,0,03/15/2023,04/28/2023,Insurance (Diversified)
BKH,Broadening top,0,04/18/2023,05/05/2023,Electric Utility (West)
BR,Head-and-shoulders bottom,0,03/01/2023,04/06/2023,Information Services
BRKR,Big M,0,04/14/2023,05/04/2023,Precision Instrument
CRH,Head-and-shoulders bottom,0,03/16/2023,05/02/2023,Cement and Aggregates
CCRN,Pipe bottom,0,04/24/2023,05/01/2023,Human Resources
DTE,Head-and-shoulders top,0,04/12/2023,05/10/2023,Electric Utility (Central)
DUK,Head-and-shoulders top,0,04/12/2023,05/08/2023,Electric Utility (East)
EXP,Head-and-shoulders bottom,0,02/24/2023,04/10/2023,Cement and Aggregates
EQT,"Double Bottom, Adam and Adam",0,04/26/2023,05/04/2023,Natural Gas (Diversified)
FLS,Ugly double bottom,0,03/17/2023,04/10/2023,Machinery
FTNT,Pipe bottom,0,04/24/2023,05/01/2023,Computer Software and Svcs
GME,Pipe bottom,0,04/24/2023,05/01/2023,Retail (Special Lines)
GMS,Triple bottom,0,03/16/2023,04/06/2023,Cement and Aggregates
IPG,"Double Bottom, Adam and Adam",0,04/27/2023,05/04/2023,Advertising
MTRX,Big W,0,03/24/2023,04/28/2023,Oilfield Svcs/Equipment
PPG,"Double Bottom, Adam and Adam",0,05/04/2023,05/11/2023,Chemical (Diversified)
PSTG,"Double Bottom, Eve and Eve",0,04/26/2023,05/04/2023,Computers and Peripherals
RMBS,Pipe bottom,0,04/24/2023,05/01/2023,Semiconductor Cap Equip.
RRC,Head-and-shoulders bottom,0,04/26/2023,05/11/2023,Petroleum (Producing)
RGLD,Pipe top,0,05/01/2023,05/08/2023,Metals and Mining (Div.)
SAND,"Double Top, Eve and Eve",0,04/13/2023,05/08/2023,Metals and Mining (Div.)
SSYS,Head-and-shoulders bottom,0,04/26/2023,05/12/2023,Electronics
TPR,Pipe bottom,0,05/01/2023,05/08/2023,Apparel
WPM,"Double Top, Adam and Eve",0,04/13/2023,05/09/2023,Metals and Mining (Div.)
WSC,"Triangle, symmetrical",0,04/03/2023,05/18/2023,Industrial Services
ZBRA,Ugly double bottom,0,05/02/2023,05/12/2023,Computers and Peripherals
IXN,Pipe bottom,0,03/07/2022,03/14/2022,IT Services
AMD,Pipe bottom,0,04/24/2023,05/01/2023,Semiconductor
ATSG,Dead-cat bounce,0,05/05/2023,05/05/2023,Air Transport
ALB,"Double Bottom, Adam and Eve",0,04/21/2023,05/02/2023,Chemical (Diversified)
CMCO,"Triangle, symmetrical",0,03/24/2023,05/11/2023,Machinery
CAG,Triple top,0,04/05/2023,05/03/2023,Food Processing
FORM,Pipe bottom,0,04/24/2023,05/01/2023,Semiconductor
GMS,Pipe bottom,0,04/03/2023,04/10/2023,Cement and Aggregates
GGG,Flag,0,05/02/2023,05/11/2023,Machinery
HSC,"Triangle, ascending",0,04/04/2023,04/25/2023,Diversified Co.
HNI,Pipe bottom,0,04/24/2023,05/01/2023,Furn/Home Furnishings
HUM,Pipe bottom,0,04/17/2023,04/24/2023,Medical Services
NVTA,Pipe bottom,0,03/20/2023,03/27/2023,Medical Services
LOW,"Triangle, symmetrical",0,04/21/2023,05/11/2023,Retail Building Supply
MTRN,Horn top,0,04/17/2023,05/01/2023,Metals and Mining (Div.)
^IXIC,"Roof, inverted",0,04/03/2023,05/05/2023,None
NEWR,Pipe bottom,0,04/24/2023,05/01/2023,E-Commerce
OXM,"Double Bottom, Adam and Adam",0,04/27/2023,05/04/2023,Apparel
PKE,Three Falling Peaks,0,04/03/2023,05/03/2023,Chemical (Specialty)
ROK,"Double Top, Adam and Adam",0,04/28/2023,05/08/2023,Diversified Co.
ROL,Pennant,0,04/28/2023,05/09/2023,Industrial Services
TDY,Pennant,0,04/26/2023,05/11/2023,Aerospace/Defense
XLK,"Roof, inverted",0,03/31/2023,05/08/2023,IT Services
MMM,Triple top,0,04/18/2023,05/01/2023,Diversified Co.
ALL,Head-and-shoulders top,0,04/12/2023,05/01/2023,Insurance (Prop/Casualty)
AYX,Dead-cat bounce,0,04/28/2023,04/28/2023,Computer Software and Svcs
AFG,Head-and-shoulders top,0,04/04/2023,05/01/2023,Insurance (Prop/Casualty)
AIG,"Double Top, Adam and Adam",0,04/19/2023,05/01/2023,Insurance (Prop/Casualty)
AME,"Double Bottom, Adam and Adam",0,04/10/2023,04/26/2023,Industrial Services
APOG,"Double Top, Adam and Eve",0,04/03/2023,04/19/2023,Building Materials
BCO,"Double Top, Adam and Eve",0,04/03/2023,04/14/2023,Industrial Services
BMY,"Double Top, Eve and Eve",0,04/06/2023,04/25/2023,Drug
BR,"Double Bottom, Adam and Adam",0,04/06/2023,04/26/2023,Information Services
CACI,Ugly double bottom,0,03/17/2023,04/26/2023,IT Services
CCK,Triple bottom,0,03/17/2023,04/17/2023,Packaging and Container
^DJU,"Double Top, Eve and Eve",0,04/12/2023,04/25/2023,None
^DJI,"Double Top, Eve and Adam",0,04/14/2023,05/01/2023,None
EL,Dead-cat bounce,0,05/03/2023,05/03/2023,Toiletries/Cosmetics
EVH,"Double Top, Adam and Eve",0,04/24/2023,05/01/2023,Healthcare Information
EXPI,"Double Top, Eve and Eve",0,03/31/2023,04/14/2023,E-Commerce
FARO,Dead-cat bounce,0,05/04/2023,05/04/2023,Precision Instrument
FIS,"Double Top, Adam and Adam",0,04/18/2023,04/27/2023,Computer Software and Svcs
FLS,"Double Bottom, Adam and Adam",0,04/10/2023,04/26/2023,Machinery
GILD,Pipe top,0,04/17/2023,04/24/2023,Biotechnology
GGG,"Double Bottom, Eve and Adam",0,04/10/2023,04/26/2023,Machinery
HBI,Rectangle bottom,0,03/13/2023,05/03/2023,Apparel
HAYN,"Double Top, Adam and Adam",0,04/04/2023,04/19/2023,Building Materials
IBP,"Double Top, Adam and Eve",0,04/20/2023,05/01/2023,Retail Building Supply
L,Triple bottom,0,04/05/2023,04/26/2023,Insurance (Prop/Casualty)
MAS,"Double Bottom, Eve and Adam",0,03/24/2023,04/06/2023,Building Materials
MTRN,Broadening top,0,03/31/2023,05/04/2023,Metals and Mining (Div.)
MRCY,Dead-cat bounce,0,05/03/2023,05/03/2023,Computers and Peripherals
MU,"Triangle, ascending",0,03/29/2023,05/04/2023,Semiconductor
MUR,"Double Top, Adam and Adam",0,04/03/2023,04/11/2023,Petroleum (Integrated)
OMCL,"Double Bottom, Adam and Adam",0,04/19/2023,04/27/2023,Healthcare Information
RTX,Head-and-shoulders top,0,04/04/2023,05/01/2023,Aerospace/Defense
RCKY,Dead-cat bounce,0,05/03/2023,05/03/2023,Shoe
SCI,"Double Top, Eve and Adam",0,04/12/2023,05/01/2023,Industrial Services
SUM,Head-and-shoulders bottom,0,03/16/2023,04/26/2023,Cement and Aggregates
TPR,"Double Top, Eve and Adam",0,04/03/2023,04/20/2023,Apparel
TRGP,Head-and-shoulders top,0,04/03/2023,04/24/2023,Natural Gas (Diversified)
VFC,"Double Top, Adam and Adam",0,04/14/2023,04/28/2023,Apparel
V,Head-and-shoulders top,0,04/14/2023,05/01/2023,Financial Services
APD,Ugly double bottom,0,06/01/2023,06/22/2023,Chemical (Diversified)
BALL,"Double Bottom, Adam and Adam",0,06/01/2023,06/08/2023,Packaging and Container
BBY,Ugly double bottom,0,05/24/2023,06/23/2023,Retail (Special Lines)
BIG,"Flag, high and tight",0,05/31/2023,06/27/2023,Retail Store
BIIB,"Double Top, Eve and Adam",0,05/05/2023,06/12/2023,Biotechnology
BKNG,Diamond top,0,04/18/2023,06/22/2023,Internet
CGNX,"Double Top, Adam and Eve",0,06/02/2023,06/13/2023,Precision Instrument
CSGS,Ugly double bottom,0,05/31/2023,06/26/2023,IT Services
CMI,Ugly double bottom,0,05/31/2023,06/23/2023,Machinery
WIRE,"Double Bottom, Adam and Eve",0,06/15/2023,06/23/2023,Metals and Mining (Div.)
FDX,Broadening top,0,05/01/2023,06/16/2023,Air Transport
FISV,Ugly double bottom,0,05/31/2023,06/21/2023,IT Services
GS,Broadening bottom,0,05/04/2023,06/01/2023,Securities Brokerage
HSIC,"Double Bottom, Adam and Eve",0,05/09/2023,05/31/2023,Medical Supplies
HNI,Rising wedge,0,05/19/2023,06/29/2023,Furn/Home Furnishings
ILMN,"Triangle, symmetrical",0,05/24/2023,06/16/2023,Biotechnology
NSP,Pipe top,0,06/05/2023,06/12/2023,Human Resources
IBKR,Three Rising Valleys,0,05/04/2023,06/13/2023,Securities Brokerage
MTRN,Ugly double bottom,0,05/31/2023,06/23/2023,Metals and Mining (Div.)
NOC,"Double Top, Eve and Eve",0,06/09/2023,06/21/2023,Aerospace/Defense
OUT,"Triangle, ascending",0,04/10/2023,04/25/2023,Advertising
PFE,"Double Top, Adam and Eve",0,05/23/2023,06/13/2023,Drug
PPG,Pipe bottom,0,05/22/2023,05/30/2023,Chemical (Diversified)
ROP,Three Rising Valleys,0,03/15/2023,05/25/2023,Industrial Services
SAIC,Ugly double bottom,0,05/25/2023,06/26/2023,IT Services
SKX,Pipe top,0,06/05/2023,06/12/2023,Shoe
TDOC,Pipe bottom,0,05/22/2023,05/30/2023,Healthcare Information
TPX,Pipe bottom,0,05/30/2023,06/05/2023,Furn/Home Furnishings
TXT,Ugly double bottom,0,05/31/2023,06/23/2023,Diversified Co.
TSCO,"Broadening top, right-angled and ascending",0,06/08/2023,06/28/2023,Retail Building Supply
TZOO,Pipe top,0,06/05/2023,06/12/2023,Internet
VLO,Pipe bottom,0,05/30/2023,06/05/2023,Petroleum (Integrated)
WLK,Head-and-shoulders bottom,0,04/26/2023,06/23/2023,Chemical (Basic)
ADTN,"Scallop, descending",0,03/31/2023,06/16/2023,Telecom. Equipment
AMD,"Double Top, Adam and Adam",0,05/30/2023,06/13/2023,Semiconductor
ALGT,Three Rising Valleys,0,12/22/2022,05/31/2023,Air Transport
BRC,"Triangle, symmetrical",0,05/31/2023,06/22/2023,Chemical (Diversified)
CALM,Triple top,0,05/05/2023,06/16/2023,Food Processing
CE,"Double Top, Adam and Eve",0,06/08/2023,06/14/2023,Chemical (Basic)
CAG,Diamond bottom,0,05/25/2023,06/16/2023,Food Processing
CXW,"Triangle, ascending",0,04/14/2023,06/22/2023,Industrial Services
XRAY,Ugly double bottom,0,05/31/2023,06/15/2023,Medical Supplies
DOV,Head-and-shoulders top,0,04/11/2023,04/24/2023,Machinery
FLS,Roof,0,06/08/2023,06/22/2023,Machinery
GOOGL,Head-and-shoulders top,0,05/22/2023,06/16/2023,Internet
K,"Triangle, symmetrical",0,06/05/2023,06/22/2023,Food Processing
LXU,Ugly double bottom,0,05/04/2023,05/17/2023,Building Materials
MTSI,"Triangle, symmetrical",0,05/24/2023,06/20/2023,Semiconductor
PKE,Ugly double bottom,0,05/11/2023,06/12/2023,Chemical (Specialty)
